name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,lyric,detected_lang,confidence_level,is_english
wild ones,flo rida,1NpW5kyvO4XrNJ3rnfcNy3,2012,2012,1,"hey i heard you were a wild one
ooh ooh ooh
if i took you home itd be a home run
show me how you do
i wanna shut down the club with you
hey i heard you like the wild ones wild ones wild ones
ooh ooh
oh ii like crazy foolish stupid
party goin wild fist pumpin music
i might lose it glass to the roof
thats how we dos it dos it dos it
i dont care tonight she dont care we like
almost there the right vibe ready to get live
aint no surprise take me so high
jump and nose dive surfin the crowd
ooh ooh
said i gotta be the man im the head of my band
mic check one two
shut em down in the club what a playboy does
til they all get loose loose off the bottle
we all get bent then again tomorrow
gotta break rules cause thats the motto
club shut down a hundred supermodels
hey i heard you were a wild one
ooh ooh ooh
if i took you home itd be a home run
show me how you do
i wanna shut down the club with you
hey i heard you like the wild ones wild ones wild ones
ooh ooh
ppparty rocker fa sho stopper
more chambull number one club popper
got a hangover like too much vodka
cant see me with ten binoculars
so cool no doubt by the end of the night
got the clothes comin off then i make that move
somehow some way gotta raise the roof roof
all black shades when the sun come through
uhoh its on like everything goes
wild out baby til the freak it shows
what happens to that body is a private show
stays right here priprivate show
i like em untamed im talkin high pain
tolerance bottoms up with the champagne
my life call my homie then we hit spain
keep it busy with the bail we get insane
hey i heard you were a wild one
ooh ooh ooh
if i took you home itd be a home run
show me how you do
i wanna shut down the club with you
hey i heard you like the wild ones wild ones wild ones
ooh ooh
i am a wild one break me in yeah
saddle me up and lets begin yeah
i am a wild one tame me now now
running with wolves and im on the prowl
show you another side of me
a side you would never thought you would see
tear up that body dominate you til youve had enough
i hear you like the wild stuff
hey i heard you were a wild one
oh ooh ooh ooh
if i took you home itd be a home run
show me how you do
i wanna shut down the club with you
hey i heard you like the wild ones wild ones wild ones
ooh ooh
i am a wild one break me in
saddle me up and lets begin
i am a wild one tame me now
running with wolves and im on the prowl",en,0.8827897310256958,True
set fire to the rain,adele,73CMRj62VK8nUS4ezD2wvi,2011,2012,1,"i let it fall my heart
and as it fell you rose to claim it
it was dark and i was over
until you kissed my lips and you saved me
my hands they were strong
but my knees were far too weak
to stand in your arms
without falling to your feet
but theres a side to you
that i never knew never knew
all the things youd say
they were never true never true
and the games youd play
you would always win always win
but i set fire to the rain
watched it pour as i touched your face
well it burned while i cried
cause i heard it screamin out your name
your name
when i lay with you
i could stay there close my eyes
feel you here forever
you and me together nothing is better
cause theres a side to you
that i never knew never knew
all the things youd say
they were never true never true
and the games youd play
you would always win always win
but i set fire to the rain
watched it pour as i touched your face
well it burned while i cried
cause i heard it screamin out your name
your name
i set fire to the rain
and i threw us into the flames
when we fell somethin died
cause i knew that that was the last time
the last time
sometimes i wake up by the door
that heart you caught must be waitin for you
even now when were already over
i cant help myself from lookin for you
i set fire to the rain
watched it pour as i touched your face
well it burned while i cried
cause i heard it screamin out your name
your name
i set fire to the rain
and i threw us into the flames
when we fell somethin died
cause i knew that that was the last time
the last time
oh
oh no
let it burn
oh
let it burn
let it burn",en,0.9795372486114502,True
sexy and i know it,lmfao,0obBFrPYkSoBJbvHfUIhkv,2011,2012,1,"yeah yeah
when i walk on by girls be looking like damn he fly
i pimp to the beat walking down the street in my new lafreak
yeah this is how i roll animal print pants outta control
its redfoo with the big afro
and like bruce leroy i got the glow yeah
ah girl look at that body
ah girl look at that body
ah girl look at that body
ah iii work out
ah girl look at that body
ah girl look at that body
ah girl look at that body
ah iii work out
when i walk in the spot yeah
this is what i see okay
everybody stops and is staring at me
i got passion in my pants and i aint afraid to show it
show it show it show it
im sexy and i know it
im sexy and i know it
yeah
when im at the mall security just cant fight em all
and when im at the beach im in a speedo trying to tan my cheeks what
this is how i roll come on ladies its time to go
we headed to the bar baby dont be nervous
no shoes no shirt and i still get service watch
ah girl look at that body
ah girl look at that body
ah girl look at that body
ah iii work out
ah girl look at that body
ah girl look at that body
ah girl look at that body
iii work out
when i walk in the spot yeah
this is what i see okay
everybody stops and is staring at me
i got passion in my pants and i aint afraid to show it
show it show it show it
im sexy and i know it ay
im sexy and i know it
check it out check it out
wiggle wiggle wiggle wiggle wiggle yeah
wiggle wiggle wiggle wiggle wiggle yeah
wiggle wiggle wiggle wiggle wiggle yeah
wiggle wiggle wiggle wig yeah yeah
do the wiggle man
i do the wiggle man
yeah im sexy and i know it
ay yeah
ah girl look at that body
ah girl look at that body
ah girl look at that body
ah iii work out
ah girl look at that body
ah girl look at that body
ah girl look at that body
ah iii work out
im sexy and i know it",en,0.8672422766685486,True
some nights,fun,6t6oULCRS6hnI7rm0h5gwl,2012,2012,1,"some nights i stay up cashin in my bad luck
some nights i call it a draw
some nights i wish that my lips could build a castle
some nights i wish theyd just fall off
but i still wake up i still see your ghost
oh lord im still not sure what i stand for oh
ohooh oh oh what do i stand for
ohooh oh oh what do i stand for
most nights i dont know anymore
oh oh ohooh oh oh
ohooh oh oh ohoh
oh oh ohooh oh oh
ohooh oh oh ohoh
this is it boys this is war
oh oh ohooh oh oh
what are we waiting for
ohooh oh oh ohoh
why dont we break the rules already
i was never one to believe the hype
oh oh ohooh oh oh
save that for the black and white
ohooh oh oh ohoh
try twice as hard and im half as liked
but here they come again to jack my style
and thats all right thats all right
i found a martyr in my bed tonight
she stops my bones from wondering
just who i who i who i
am oh who am i mmmm
mmmm
well some nights i wish that this all would end
cause i could use some friends for a change
and some nights im scared youll forget me again
some nights i always win i always win
but i still wake up i still see your ghost
oh lord im still not sure what i stand for oh
ohooh oh oh what do i stand for
ohooh oh oh what do i stand for
most nights i dont know
oh come on so this is it
i sold my soul for this
washed my hands of that for this
i miss my mom and dad for this
oh come on no when i see stars when i see
when i see stars thats all they are
when i hear songs they sound like a swan
so come on oh come on
oh come on oh come on
well that is it guys that is all
oh oh ohooh oh oh
five minutes in and im bored again
ohooh oh oh ohoh
ten years of this im not sure if anybody understands
this one is not for the folks at home
oh oh ohooh oh oh
sorry to leave mom i had to go
ohooh oh oh ohoh
who the fuck wants to die alone
all dried up in the desert sun
my heart is breakin for my sister
and the con that she called love
and then i look into my nephews eyes
man you wouldnt believe
the most amazing things
that can come from
some terrible nights
ahahahahahah ahahahahah
ahahahahahah ahahahahah all right come on
oh oh ohooh oh oh
ohooh oh oh ohoh
oh oh ohooh oh oh
ohooh oh oh ohoh
the other night you wouldnt believe
the dream i just had about you and me
id called you up but we both agreed
its for the best you didnt listen no
its for the best we get our distance ohohoh
for the best you didnt listen
its for the best we get our distance ohohohoh",en,0.921097993850708,True
wide awake,katy perry,1rUQmXEy41tXwHIKFECNTa,2012,2012,1,"im wide awake
im wide awake
im wide awake
yeah i was in the dark
i was falling hard with an open heart
im wide awake
how did i read the stars so wrong
im wide awake
and now its clear to me
that everything you see aint always what it seems
im wide awake
yeah i was dreaming for so long
i wish i knew then what i know now
wouldnt dive in wouldnt bow down
gravity hurts you made it so sweet
til i woke up on on the concrete
fallin from cloud nine
crashin from the high
im letting go tonight
yeah im fallin from cloud nine
im wide awake
not losing any sleep
i picked up every piece and landed on my feet
im wide awake
need nothing to complete myself no
im wide awake
yeah i am born again
out of the lions den i dont have to pretend
and its too late
the storys over now the end
i wish i knew then what i know now
wouldnt dive in wouldnt bow down
gravity hurts you made it so sweet
til i woke up on on the concrete
fallin from cloud nine it was outta the blue im
crashin from the high
im letting go tonight yeah im letting you go im
im fallin from cloud nine
im wide awake
thunder rumbling
castles crumbling im wide awake
i am tryin to hold on
im wide awake
god knows that i tried
seeing the bright side im wide awake
but im not blind anymore
im wide awake
im wide awake
yeah im fallin from cloud nine it was outta the blue im
crashin from the high
you know im letting go tonight yeah im letting you go im
im fallin from cloud nine
im wide awake
im wide awake
im wide awake
im wide awake
im wide awake",en,0.7355846762657166,True
good feeling,flo rida,2LEF1A8DOZ9wRYikWgVlZ8,2012,2012,1,"oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
yes i can doubt better leave im runnin with this plan
pull me grab me crabs in the bucket cant have me
ill be the president one day
january first oh you like that gossip
like you the one drinking what god sip dot com
now i got a word for your tongue
how many rolling stones you want
yeah i got a brand new spirit oh speakin and its done
woke up on the side of the bed like i won oh
talk like a winner my chest to that sun
g5 dealer us to taiwan oh
now who can say that i wanna play back
mama knew i was a needle in a hay stack oh
a bugatti boy plus maybach
i got a feelin its a rap asap
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
the mountain top walk on water
i got power feel so royal
one second ima strike all you
diamond platinum no more for you
got adrenaline never givin in
givin ups not an option gotta get it in
witness i got the heart of twenty men
no fear go to sleep in the lions den oh
that flow that spark that crown
you lookin at the king of the jungle now oh
stronger than ever cant hold me down
a hundred miles gunning from the pitchers mound oh
straight game face its game day
see me running through the crowd full of melee oh
no trick plays im bill gates
take a genius to understand me
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
lets get it lets get it
i know you got the good feelin
lets get it lets get it
gotta love the life that we livin
lets get it lets get it
i know you got the good feelin
lets get it lets get it
gotta love the life that we livin
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
oh sometimes i get a good feeling yeah
i get a feeling that i never never never never had before no no
i get a good feeling yeah
oh
oh
oh
oh sometimes i get a good feeling",en,0.9287310838699341,True
whistle,flo rida,3bC1ahPIYt1btJzSSEyyrF,2012,2012,1,"can you blow my whistle baby whistle baby let me know
girl im gonna show you how to do it and we start real slow
you just put your lips together and you come real close
can you blow my whistle baby whistle baby here we go
look
im bettin you like people
and im bettin you love freak mode
and im bettin you like girls
that give love to girls and stroke your little ego
i bet you im guilty your honor honor
thats just how we live in my genre genre
who in the hell done paved the road wider hey
theres only one flo and one rida woo
im a damn shame order more champagne
pull a damn hamstring tryna put it on ya
let your lips spin back around calmer
slow it down baby take a little longer
can you blow my whistle baby whistle baby let me know
girl im gonna show you how to do it and we start real slow
you just put your lips together and you come real close
can you blow my whistle baby whistle baby here we go
whistle baby whistle baby
whiwhistle baby whistle baby
whistle baby whistle baby
whiwhistle baby whistle baby
its like everywhere i go my whistle ready to blow
shawty dont even know she can get in it for the low
told me she not a pro its okay its under control
show me soprano cause girl you can handle
baby we start slow then you come up and park close
girl im the whistle man my bugatti the same notes
show me your perfect pitch you got it my banjo
talented with your lips like you blew out a candle
so amusing musing
now you can make a whistle with the music music
hope you aint got no issues you can do it do it
even if its no picture never lose it lose it
can you blow my whistle baby whistle baby let me know
girl im gonna show you how to do it and we start real slow
you just put your lips together and you come real close
can you blow my whistle baby whistle baby here we go
whistle baby whistle baby
whiwhistle baby whistle baby
whistle baby whistle baby
whiwhistle baby whistle baby
go on girl you can twerk it
let me see you whistle while you work it
ima lay it back dont stop it
cause i love it how you drop it drop it drop it on me
now shorty make that whistle blowowowow hey hey hey hey
yeah baby make that whistle blowowow hey hey hey hey
can you blow my whistle baby whistle baby let me know
girl im gonna show you how to do it and we start real slow
you just put your lips together and you come real close
can you blow my whistle baby whistle baby here we go
can you blow my whistle baby whistle baby whistle baby
can you blow my whistle baby whiwhistle baby whistle baby
can you blow my whistle baby whistle baby whistle baby
can you blow my whistle baby whiwhistle baby whistle baby",en,0.7941153645515442,True
one more night,maroon 5,4XNrMwGx1SqP01sqkGTDmo,2012,2012,1,"ooh oohoohooh oohooh oohooh
ooh oohoohooh oohooh oohooh
you and i go hard at each other like were going to war
you and i go rough we keep throwing things and slamming the doors
you and i get so damn dysfunctional we stopped keeping score
you and i get sick yeah i know that we cant do this no more
yeah but baby there you go again there you go again
making me love you
yeah i stopped using my head using my head
let it all go
got you stuck on my body on my body like a tattoo
and now im feeling stupid feeling stupid crawling back to you
so i cross my heart and i hope to die
that ill only stay with you one more night
and i know ive said it a million times
but ill only stay with you one more night
try to tell you no but my body keeps on telling you yes
try to tell you stop but your lipstick got me so out of breath
ill be waking up in the morning probably hating myself
and ill be waking up feeling satisfied but guilty as hell
yeah but baby there you go again there you go again
making me love you making me love you
yeah i stopped using my head using my head
let it all go let it all go
got you stuck on my body on my body like a tattoo like a tattoo yeah
and now im feeling stupid feeling stupid crawling back to you
so i cross my heart and i hope to die yeah
that ill only stay with you one more night oh
and i know ive said it a million times yeah
but ill only stay with you one more night yeah
ooh oohoohooh oohooh oohooh
yeah baby give me one more night
ooh oohoohooh oohooh oohooh
yeah baby give me one more night woah yeah
ooh oohoohooh oohooh oohooh
yeah baby give me one more night
ooh oohoohooh oohooh oohooh
oh yeah yeah
but baby there you go again there you go again
making me love you
yeah i stopped using my head using my head
let it all go
got you stuck on my body on my body like a tattoo yeah yeah
yeah yeah
so i cross my heart and i hope to die ohohohoh ohohohoh
that ill only stay with you one more night ohohohohohoh
and i know ive said it a million times
oh ive said it a million times
but ill only stay with you one more night
yeah baby give me one more night
so i cross my heart and i hope to die yeah yeah
that ill only stay with you one more night yeah yeah
and i know ive said it a million times yeah yeah
but ill only stay with you one more night yeah yeah
i dunno
whatever whatever",en,0.8893520832061768,True
drive by,train,0KAiuUOrLTIkzkpfpn9jb9,2012,2012,1,"on the other side of a street i knew
stood a girl that looked like you
i guess thats déjà vu
but i thought this cant be true
cause you moved to west la or new york or santa fe
or wherever to get away from me
oh but that one night
was more than just right
i didnt leave you cause i was all through
oh i was overwhelmed and frankly scared as hell
because i really fell for you
oh i swear to you
ill be there for you
this is not a drive by
just a shy guy looking for a twoply
hefty bag to hold my love
when you move me everything is groovy
they dont like it sue me
mmm the way you do me
oh i swear to you
ill be there for you
this is not a drive by
on the upside of a downward spiral
my love for you went viral
and i loved you every mile you drove away
but now here you are again
so lets skip the how you been
and get down to the more than friends at last
oh but that one night
is still the highlight
i didnt need you until i came to
and i was overwhelmed and frankly scared as hell
because i really fell for you
oh i swear to you
ill be there for you
this is not a drive by
just a shy guy looking for a twoply
hefty bag to hold my love
when you move me everything is groovy
they dont like it sue me
mmm the way you do me
oh i swear to you
ill be there for you
this is not a drive by
please believe
that when i leave
theres nothing up my sleeve but love for you
and a little time to get my head together too
on the other side of a street i knew
stood a girl that looked like you
i guess thats déjà vu
but i thought this cant be true
cause
oh i swear to you
ill be there for you
this is not a drive by
just a shy guy looking for a twoply
hefty bag to hold my love
when you move me everything is groovy
they dont like it sue me
mmm the way you do me
oh i swear to you
ill be there for you
this is not a drive by",en,0.9614953994750977,True
the motto,drake,4Kz4RdRCceaA9VgTqBhBfa,2011,2012,1,"im the fuckin man yall dont get it do ya
type of money everybody acting like they knew ya
go uptown new york city bitch
them spanish girls love me like im aventura
tell uncle luke im out in miami too
clubbin hard fuckin women there aint much to do
wrist bling got a condo up on biscayne
still gettin brain from a thang aint shit changed
how you feel how you feel how you feel
twentyfive sitting on twentyfive mil uh
im in the building and im feeling myself
rest in peace mac dre ima do it for the bay okay
gettin paid well holler whenever that stop
my team good we dont really need a mascot
tell tune light one pass it like a relay
ymcmb you niggas more ymca
me franny and mally mall at the cribo
shout goes out to niko j and chubbs shout to gibbo
we got santa margherita by the liter
she know even if im fucking with her i dont really need her
aww thats how you feel man thats really how you feel
cause the pimpin ice cold all these bitches wanna chill
i mean maybe she wont then again maybe she will
i can almost guarantee she know the deal real nigga whats up
now she want a photo you already know though
you only live once thats the motto nigga yolo
and we bout it every day every day every day
like we sittin on the bench nigga we dont really play
every day every day fuck what anybody say
cant see em cause the money in the way real nigga whats up
one time fuck one time
im callin niggas out like the umpire
seven grams in the blunt
almost drowned in her pussy so i swam to her butt
its eastside we in this bitch
wish a nigga would like a tree in this bitch
and if a leaf fall put some weed in that bitch
thats my mo add a b to that shit
im fucked up tore down
im twisted doorknob
talk stupid off with your head
nigga money talks and mr ed yeah
im so young money
got a drum on the gun energizer bunny
funny how honey aint sweet like sugar
aint shit sweet niggas on the street like hookers
i tonguekiss her other tongue
skeet skeet skeet water gun
oh my god becky look at her butt tunechi
now she want a photo you already know though yeah
you only live once thats the motto nigga yolo
and we bout it every day every day every day
like we sittin on the bench nigga we dont really play
every day every day fuck what anybody say
cant see em cause the money in the way real nigga whats up
real nigga whats up
now she want a photo you already know though
you only live once thats the motto nigga yolo
and we bout it every day every day every day
like we sittin on the bench nigga we dont really play
every day every day fuck what anybody say
cant see em cause the money in the way real nigga whats up",en,0.8894259333610535,True
where have you been,rihanna,5WQQIDU3HRaMyPkob8mpFb,2011,2012,1,"ive been everywhere man looking for someone
someone who can please me love me all night long
ive been everywhere man looking for you babe
looking for you babe searching for you babe
where have you been
cause i never see you out
are you hiding from me yeah
somewhere in the crowd
yeah yeah yeah yeah yeah
yeahyeahyeahyeahyeah ohooh
yeah yeah yeah yeah yeah
yeahyeahyeahyeahyeah
where have you been
all my life
all my life life life life
where have you been all my liiiiiife
where have you been all my liiiiiife
where have you been all my liiiiiife
where have you been all my life
ive been everywhere man looking for someone
someone who can please me love me all night long
ive been everywhere man looking for you babe
looking for you babe searching for you baby
where have you been
cause i never see you out
are you hiding from me yeah
somewhere in the crowd
yeah yeah yeah yeah yeah
yeahyeahyeahyeahyeah ohooh
yeah yeah yeah yeah yeah
yeahyeahyeahyeahyeah
where have you been
all my life
all my life life life life
where have you been all my liiiiiife
where have you been all my liiiiiife
where have you been all my liiiiiife
where have you been all my liiiiiife
liiiiife
where have you been all my liiiiife
yyou
yyou
yyou
you
you can have me all you want
any way any day
just show me where you are tonight
yeah yeah yeah yeah yeah ohooh
yeahyeahyeahyeahyeah yeah yeah yeah
yeah yeah yeah yeah yeah ohoh
yeahyeahyeahyeahyeah
ive been everywhere man looking for someone
someone who can please me love me all night long
ive been everywhere man looking for you babe
looking for you babe searching for you babe",en,0.8968970775604248,True
everybody talks,neon trees,2iUmqdfGZcHIhS3b9E9EWq,2012,2012,1,"ahahahah
ahem ahem
hey baby wont you look my way
i can be your new addiction
hey baby what you got to say
all youre giving me is fiction
im a sorry sucker and this happens all the time
i find out that everybody talks
everybody talks everybody talks
it started with a whisper
and that was when i kissed her
and then she made my lips hurt
i can hear the chitchat
take me to your love shack
mamas always gotta backtrack
when everybody talks back
hey honey you could be my drug
you could be my new prescription
too much could be an overdose
all this trashtalk make me itchin
oh my my shit everybody talks
everybody talks everybody talks
everybody talks too much
it started with a whisper
and that was when i kissed her
and then she made my lips hurt
i can hear the chitchat
take me to your love shack
mamas always got a backtrack
when everybody talks back
never thought id live to see the day ahah
when everybodys words got in the way oh
hey sugar show me all your love
all youre giving me is friction
hey sugar what you gotta say
it started with a whisper
and that was when i kissed her
and then she made my lips hurt
i can hear the chitchat
take me to your love shack
mamas always got a backtrack
when everybody talks back
everybody talks everybody talks
everybody talks everybody talks
everybody talks everybody talks back
it started with a whisper
everybody talks everybody talks
and that was when i kissed her
everybody talks everybody talks
everybody talks everybody talks back uh",en,0.9409119486808777,True
take care,drake,124NFj84ppZ5pAxTuVQYCQ,2011,2012,1,"i know youve been hurt by someone else
i can tell by the way you carry yourself
if you let me heres what ill do
ill take care of you ill take ill take
ive loved and ive lost
ive asked about you and they told me things
but my mind didnt change and i still feel the same
whats a life with no fun please dont be so ashamed
ive had mine youve had yours we both know we know
they wont get you like i will my only wish is i die real
cause that truth hurts and those lies heal
and you cant sleep thinkin that he lies still
so you cry still tears all in the pillowcase
big girls all get a little taste aw
pushing me away so i give her space aw
dealin with a heart that i didnt break
ill be there for you i would care for you
i keep thinking you just dont know
tryna run from that say you done with that
on your face girl it just dont show
when youre ready just say youre ready
when all the baggage just aint as heavy
and the partys over just dont forget me
well change the pace and well just go slow
you wont ever have to worry
you wont ever have to hide
and youve seen all my mistakes
so look me in my eyes
cause if you let me
heres what ill do
ill take care of you ill take ill take
ive loved and ive lost
yeah
its my birthday ill get high if i want to
cant deny that i want you but ill lie if i have to
cause you dont say you love me
to your friends when they ask you
even though we both know that you do you do
one time been in love one time
you and all your girls in the club one time
all so convinced that youre followin your heart
cause your mind dont control what it does sometimes
we all have our nights though dont be so ashamed
ive had mine youve had yours we both know we know
you hate bein alone well you aint the only one
you hate the fact that you bought the dream and they sold you one
you love your friends but somebody shouldve told you somethin
to save you instead they say
dont tell me i dont care if you hurt
i dont tell you you dont care if youre true
dont tell me i dont care if you hurt
i dont tell you you dont care if youre true
i know youve been hurt by someone else
i can tell by the way you carry yourself
if you let me heres what ill do
ill take care of you ill take ill take
ive loved and ive lost",en,0.9403005242347717,True
