draft99_name,draft99_artist,draft99_genre,draft99_daneceability,draft99_energy,draft99_key,draft99_loudness,draft99_mode,draft99_speechiness,draft99_acousticness,draft99_instrumentalness,draft99_liveness,draft99_valence,draft99_tempo,draft99_pop,draft99_spotify_id,draft99_release_date,draft99_year,draft99_lyric
Blue Side (Outro),j-hope,k-pop,0.512,0.394,9.0,-10.202,0.0,0.0263,0.0149,0.901,0.309,0.083,80.522,1,20zr2Oef3PVeGRxjmSF5CC,2018-03-02,2018,"blue side
blue side blue side
blue side
blue side
blue side
내 파란 꿈속에
back to blue side
널 담을래
blue side
아니라고 해도
back to blue side
내 눈 속에
blue side
내 파란 꿈속에
back to blue side
널 안을래
blue side
안 된다고 해도
back to blue side
내 품속에
blue side
back to blue side
blue side
back to blue side
blue side
back to blue side
blue side
back to blue side"
Shine,PENTAGON,k-pop,0.74,0.804,3.0,-2.187,1.0,0.0546,0.411,0.0,0.0578,0.791,150.013,1,7nkp1uuSbKkoxMvEs8cSw0,2018-04-02,2018,"나는 뭐랄까 음
아주 오래전부터 너를 음
좋좋좋아했었다고 늘
지금 말한다면 뭐가 달라질까요
달라질게 없는 맘을 가진 너는
마치 뿌리 깊은 나무 같아서
신이 곱게 빚은 한 송이의 flower
사라지지 마 달라지지 마
내가 너를 좋아해도 nobody knows
다른 여잘 봐도 nobodys like you
용기가 없어서 im sorry
더 맘껏 비웃어 그래 나는
너를 사랑하는 찌질이 찌질이
그래 나는 머저리 머저리
난 너한테는 거머리 겉절이
이 세상 너 하나면 돼
baby im only yours oh oh oh like you
im only yours oh oh no oh no
나나난난나난 결국에 난
난 사랑 앞에선 늘 찌질이
음 음 나는 뭐랄까
아직도 많이 좋아할 것 같아
왜 대체 말을 못할까 기죽은 어린애 같다
음 음 다른 사람 만나지 마
내 가슴 무너지게 그러지 마요
빈틈없는 그대에게 난 무리일까요
텅 빈 맘은 공터인데 머릿속은 터지네
oh 맘 언제 이렇게 돼버렸나요
내가 너를 좋아해도 nobody knows
다른 여잘 봐도 nobodys like you
용기가 없어서 im sorry
더 맘껏 비웃어 그래 나는
너를 사랑하는 찌질이 찌질이
그래 나는 머저리 머저리
난 너한테는 거머리 겉절이
이 세상 너 하나면 돼
baby im only yours oh oh oh like you
im only yours oh oh no oh no
나나난난나난 결국에 난
난 사랑 앞에선 늘 찌질이
유토다
네가 나의 추억이 돼 보고만 있어도 힘이 나네
이 하늘에 빛이 나네 내 맘이 너에게 닿기를 바라
말하지 않아도 know know know
언제나 내 맘은 너 너 너
아름다운 그대와 걸어가고 싶어
everybody knows 한가지 말할 게 있어
listen to my heart 난 네 앞에 서면 떨려
그래 love you love you love you
like you like you like you
너를 사랑해
너를 사랑하는 찌질이 찌질이
그래 나는 머저리 머저리
난 너한테는 거머리 겉절이
이 세상 너 하나면 돼
everybody says 눈누난나 너와 나
my baby 눈을 감아 뭐 할까
뽀뽀 구구까까 butterfly
이제야 난
나 사랑 앞에선 늘 빛나리"
Daydream (백일몽),j-hope,k-pop,0.749,0.961,8.0,-6.518,0.0,0.0874,0.00512,0.0,0.175,0.859,116.037,1,56sdcbPR74RxqmKVbQzJ8s,2018-03-02,2018,"내 성격은 half and half who knows
공인으로서의 노력하는 life who knows
큰 욕구는 자제하는 중 who knows
늘 공상에 차오르는 숨 who knows
편히 울고 싶은 거 i know
미친 듯 놀고 싶은 거 i know
사랑에 설레고 싶은 거 i know
yeah i know i know i know cause me
다 물고기처럼 걸려봤겠지
삶에 갈증으로 인한 욕망이란 그물 덫
보편적인 심리적 도피
나라고 헤엄쳐 나갈 수는 없는 법
not 현실 거부 불만 부적응
그 어떤 것들 도 아냐
love ma rule 한 번쯤 다른 나의 인생 그림
그려 보고 싶은 거야 도화지 dream sleep
저기 저 경계선을 넘어
느껴보는 거야
앨리스가 빠진 구멍처럼
호그와트 가는 길처럼
신기루의 세계일 거야
그리고 내 세상일 거야
상상 그대로 일 거야
but 영원하진 않을 거야 shit
wishing on a sky wishing on a scar
해가 있다면 꿈을 꾸고 싶다고
wishing on a sky wishing on a scar
달빛이 있다면 깨어나기 싫다고
나의 daydream daydream oh
daydream daydream oh
last daydream daydream ooh
daydream daydream
daydream daydream ay yeah
so what i get drunk 미칠 때까지
so what i go out 일 생각 없이
젊음을 느껴보자고 young wild and free
wild and free
나도 한번 해보자고
눈치 따윈 안 보는 거 errday
내 감정을 내 맘대로 해 errday
맘에 들면 저격하는 사랑꾼 errday
공식 없이 욕구를 풀어대 errday
내 성격을 무시해 errday
부끄럼 없이 울고 싶다고 errday
dream list 그 일 순위
그냥 돈 걱정 없이 deep sleep
저기 저 경계선을 넘어
느껴보는 거야
앨리스가 빠진 구멍처럼
호그와트 가는 길처럼
신기루의 세계일 거야
그리고 내 세상일 거야
상상 그대로 일 거야
but 영원하진 않을 거야 shit
wishing on a sky wishing on a scar
해가 있다면 꿈을 꾸고 싶다고
wishing on a sky wishing on a scar
달빛이 있다면 깨어나기 싫다고
나의 daydream daydream oh
daydream daydream oh
last daydream daydream ooh
daydream daydream
daydream daydream ay yeah
yeah 내게 왜 꿈을 꾸냐
되묻는다면 배부른 소리 할 거야
yeah 잠시 내려놓고 나의
메커니즘에 맞게 stay
쉬는 거라 할 거야 yeah
whats this whats this
공상 속 다이빙 모두 날 위한 swim swim
like this like this
모든 나의 발자취 와 나의 fantasy
if i want something oh oh oh
if i want something now ooh
if i want something something yeah
if i want something now
thats a daydream daydream daydream
they dream they dream no no no no no
thats a daydream no no yeah
daydream daydream daydream
daydream daydream daydream yeah
wake up"
시작,Gaho,k-pop,0.591,0.818,4.0,-3.532,1.0,0.073,0.172,0.0,0.126,0.574,108.107,1,5TeDIQrpwWtLWaFfzLH0hh,2020-02-01,2020,"saeroun sijageun neul seollege haji
modeun geol igyeonael geotcheoreom
siganeul dwijjonneun sigyebaneulcheoreom
apjilleo gago sipeo haji
geueo noeun seoneul neomeo
jeomada saleul hyanghae
ttaeron wonmangdo hagetji
geu seoneul meonjeo neomji mallago
i can fly the sky woah
never gonna stay woah
naega jichyeo sseureojil ttaekkajin
eotteon iyudo woah
eotteon byeonmyeongdo woah
jigeum naegen yonggiga pillyohae
binnaji anado nae kkumeul eungwonhae
geu majimageul gajil teni
bureojin geotcheoreom han ballo ttwieodo
nan naui gireul gal tenikka
jigeum nareul wihan yaksok
meomchuji anketdago
tto hanareul apjireumyeon
got neoui dwireul ttarajapgetji
wonhaneun daero woah
da gajil geoya woah
geuge baro nae kkumil tenikka
byeonhan geon eopseo woah
beotigo beotyeo woah
nae kkumeun deo dandanhaejil teni
dasi sijakae
ahahahahah
ahahahahahah
ahahahahah
ahahahah
dasineun nareul ilko sipji ana
nae jeonbureul georeosseunikka
wonhaneun daero woah
da gajil geoya woah
geuge baro nae kkumil tenikka
byeonhan geon eopseo woah
beotigo beotyeo woah
nae kkumeun deo dandanhaejil teni
dasi sijakae
ahahahahah
ahahahahahah
ahahahahah
ahahahah"
I Love You Boy,Suzy,k-pop,0.458,0.384,8.0,-5.045,1.0,0.0267,0.734,0.0,0.0985,0.157,148.21,1,155N0vbPqPFs9DzBNR41T7,2017-10-11,2017,"그댈 보기 위해 먼 길을 건너왔네요
힘든 길인 걸 알면서도 그저 걸었죠
i fly for you 눈감아도
보이지 않던 내 맘에 니가 다가와
because i love you boy
내 곁으로 다가와요
because i need you boy
꿈에서도 그리운걸
remember i love you boy
다신 볼 수 없다 해도
because i love you boy
because i love you boy
사랑해요 사랑해요
너와 함께한 기억들이 바람에 날려
지친 내 맘에 내려앉아 나를 웃게 해
안개 속을 헤메이던
전하지 못한 내 맘이 네게 다가가
because i love you boy
내 곁으로 다가와요
because i need you boy
꿈에서도 그리운걸
내 차가운 맘을 움직였던
가슴을 울게 했던
그 사람이 그댄걸요
정말 잊으려고 해도 지워내려해도
내 사랑은 그대죠
i fly for you
because i love you boy
내 곁으로 다가와요
because i need you boy
꿈에서도 그리운걸
remember i love you boy
다신 볼 수 없다 해도
because i love you boy
because i love you boy
사랑해요 사랑해요"
Up!,Kep1er,k-pop,0.753,0.932,6.0,-2.706,1.0,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,1,3XZAvh2NCDQYHgJei35VQ1,2022-06-20,2022,"listen
i do i do
오늘도 내일도
dont waste it nananana
dont waste it always
im good im good
주문을 외우고
더 멋진 nananana
더 멋진
제일 멋진 색깔로 pick it
yellow and blue fantastic
울려 퍼지는 poppin oh can we pop in
출발 직전 you ready
아찔해 질끈 감은 눈
어서 눈을 떠 어서 눈을 떠
뭐가 보여 넌 뭐가 보여 넌
바로 지금이야
바로 지금이야
here we go
we go
상상 속의 나의 섬
따라 따라 줄을 서
준비됐다면 up up up up up
we go
구름 속의 rainbow
따라 따라 닫힌 문을 열어
우린 up up up up up
ooh got ya 꿈의 섬으로
ooh 찾았어 깜빡이는 sign
ooh kep1 up up up up up
우리에게 손짓하는 sign wait
바람을 타고 blasting
찰나의 시간 dont worry
울려 퍼지는 poppin oh can we pop in
더 깊이 저 끝까지
안 피해 속도를 높여
멀리 온 걸 머지않은 걸
뭐가 무서워 뭐가 두려워
이제 시작이야
kep1 moving
두근 두근 두근 심장이 뛰어
상상 속으로 bungee
다시 move it uh
두구 두구 두구 이 소리 들려 두구 두구 두구
here we go
we go
상상 속의 나의 섬
따라 따라 줄을 서
준비됐다면 up up up up up
we go
구름 속의 rainbow
따라 따라 닫힌 문을 열어
우린 up up up up up
ooh got ya 꿈의 섬으로
ooh 찾았어 깜빡이는 sign
ooh kep1 up up up up up
우리에게 손짓하는 sign
kep1 moving
그린대로 펼쳐지는 view 펼쳐지는 view
i know what i want
i do what i wanna do yeah
다시 move
쉬지 않고 우린 비행 중
wherever we go
다채로워 something new
we go we go
we go we go
ooh woo ooh woo
ooh yeah
찾았어 깜빡이는 sign 깜빡이는 sign
we go we go
ooh woo ooh woo
우리에게 손짓하는 sign
up up up up up"
Lovers In The Night,Seori,k-pop,0.776,0.785,9.0,-4.085,0.0,0.058,0.295,0.000807,0.169,0.5,98.036,1,3JtVOqRMgfMNDL7r2NFkYz,2021-03-18,2021,"i need to get something off my chest
cause lately i have been upset
you make me wanna dress in red
and sing with my head out the window
i know its better to be cold
better to wonder than to know
and so im gonna play the role
there might be some tears on my pillow
dont know what i want
but i know i really really wanna cling to you
yeah my heart is innocent
but my body really really wanna sin with you
we could be lovers in the night
we could be strangers in the light
is it going too fast for you
going too fast for you
lovers in thе night
we could be strangers in thе light
if its going too fast for you
we dont need to put no label on it do we now
oh my love
we dont need to put no label on it do we now
oh my love
baby i know your love is bad
cause that is why i wanna have it
you make me walk on broken glass
and sing with my head out the window
watching every tiny move you make
while i pretend to look away
you know ill take what i can get
there might be some tears on my pillow
dont know what i want
but i know i really really wanna cling to you
yeah my heart is innocent
but my body really really wanna sin with you
we could be lovers in the night
we could be strangers in the light
is it going too fast for you
going too fast for you
lovers in the night
we could be strangers in the light
if its going too fast for you
we dont need to put no label on it do we now
oh my love
we dont need to put no label on it do we now
oh my love
label on it do we now
oh would you cling to me
all night long all night long all night long
repeat the ballads on and on yeah yeah
oh would you cling to me
all night long all night long all night long
morning will hurt but its so far gone yeah yeah
we could be lovers in the night
we could be strangers in the light
is it going too fast for you
going too fast for you
lovers in the night oh oh
we could be strangers in the light
if its going too fast for you
we dont need to put no label on it do we now
oh my love woo
we dont need to put no label on it do we now
oh my love"
"Love, Maybe",SECRET NUMBER,k-pop,0.519,0.726,11.0,-2.874,1.0,0.0446,0.518,0.0,0.116,0.453,171.97,1,5btJjUxmhPK1cwdw0mnhRD,2022-03-14,2022,"너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들
생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐"
WHISTLE - Acoustic Ver.,BLACKPINK,k-pop,0.844,0.462,1.0,-5.969,0.0,0.0421,0.804,0.0,0.0923,0.636,102.94,1,20MOKIGONywL5xIoB7RRAR,2016-11-01,2016,"hey boy
make em whistle like a missile bomb bomb
every time i show up blow up uh
make em whistle like a missile bomb bomb
every time i show up blow up uh
넌 너무 아름다워 널 잊을 수가 없어
그 눈빛이 아직 나를 이렇게 설레게 해 boom boom
24365 오직 너와 같이 하고파
낮에도 이 밤에도 이렇게 너를 원해 hmm hmm
yeah 모든 남자들이 날 매일 check out
대부분이 날 가질 수 있다 착각
절대 많은 걸 원치않아 맘을 원해 난 uh
넌 심장을 도려내 보여봐
아주 씩씩하게 때론 chic chic 하게
so hot so hot 내가 어쩔 줄 모르게 해 uh
나지막이 불러줘
내 귓가에 도는 휘파람처럼
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 whoaohoh
널 향한 이 마음은 fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 uh
휘 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 uh
휘 파람 파람
can you hear that
휘 파라파라 파라 밤
hold up
아무 말 하지 마
just whistle to my heart
그 소리가 지금 나를
이렇게 설레게 해 boom boom
생각은 지루해
느낌이 shh
every day all day
내 곁에만 있어줘 zoom zoom
uh 언제나 난 stylin
도도하지만 네 앞에선 darlin
뜨거워지잖아 like a desert island
너 알아갈수록 울려대는 마음속
그만 내빼 넘어와라 내게 boy
이젠 checkmate 게임은 내가 win uhhuh
난 널 택해 안아줘 더 세게 누가
널 가로채 가기 전에 내가 uh
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 whoaohoh
널 향한 이 마음은 fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 uh
휘 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 uh
휘 파람 파람
can you hear that
휘 파라파라 파라 밤
this beat got me feeling like
바람처럼 스쳐 가는
흔한 인연이 아니길
많은 말은 필요 없어
지금 너의 곁에
나를 데려가 줘
oohoohooh oohoohooh ooh
make em whistle like a missile bomb bomb
every time i show up blow up uh
make em whistle like a missile bomb bomb
every time i show up blow up uh"
BTS Cypher 4,BTS,k-pop,0.817,0.797,1.0,-4.395,0.0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978,1,4cTSnpyaIR1qGaTOLJunDM,2016-10-10,2016,"이름 이름 sorry bae
발음 발음 sorry bae
딕션 딕션 딕션 sorry bae
oh face not an idol sorry bae
숨쉬고 있어서 im sorry bae
너무 건강해서 im sorry bae
방송합니다 im sorry bae
errthing errthing errthing
sorry bae
지금 내가 내는 소리 bae
누군가에겐 개소리 bae
까는 패턴 좀 바꾸지 bae
지루해질라캐 boring bae
이젠 니가 안 미워
이젠 니가 안 미워 sorry bae
북이 돼줄게 걍 쎄게 치고 말어
그래 해보자 사물놀이 bae
난 괴물 너무 길어 꼬리 bae
어차피 넌 날 쏘지 bae
그럴 바엔 편해 동물원이 bae
너도 원하잖아 씹을거리 bae
니가 날 싫어해도 you know me
니가 날 싫어해도 you know me
무플보단 악플이 좋아
난 널 몰라
but you know my name
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
i wanna get 잠 time
쉴 틈 없이 받는 spotlight
ahh you wanna be my life
굶주린 놈들은 내 총알받이나 해
곱게 접해 내 멋대로 도배된
무대로 연행 다 결백 okay
but 만족 못해 절대 여기에
나 올라 저 위에 높게 높게 높게
그래 방식은 다르지
곱씹어도 가는 길
한 땀씩 바느질
못 할 거면 매듭지어
이젠 안 돼 가능이
포기라는 발음이
i love ma rule 내 bro들과 하는 일
그들만의 리그의 플레이어
난 그 위 감독이 될 테니
다 될 대로해
1verse에 이어 난 더 큰 그림을 그릴 테니
평생
그 위치에서 쭉 외쳐봐라
dream come true
명예와 부는 그게 아냐 you
다 결국 내 발바닥 츄
클릭해 난 cat 다 mouse
골라 x 쳐 like kaws
난 내년 입주 ma house
에서 내 brick과 high five
눈뜨고 봐라 내 야망
귀 대고 들어라
처음이자 마지막이 될 말
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr
back back to the basic
microphone check
call me 뱁새 혹은 쎈캐
그래 rap game에 난 대인배
되게 해이해졌던
rap man들을 갱생하는 게
내 첫 번째의 계획 hashtag
sucka betta run 인스타 속 gang gang
그건 걔 인생이고
내 인생은 뭐 매일매일
payday paycheck 손목 위엔 rolex
click clack to the bang bang
click clack to the pow
im so high 어딜 넘봐
니가 도움닫기를 해도 손 닿기엔 높아
꽤나 먼 차이 절대 못 봐
너의 똥차들의 콩깍지를
몽땅 벗겨놓은 다음
죄다 농락한 뒤 송장이 된
면상 위를 so fly
click clack to the bang you and you
쉽게 얻은 게 하나도 없음에 늘 감사하네
니 인생이 어중간한 게 왜 내 탓이야
계속 그렇게 살아줘 적당하게
미안한데 앞으로 난 더 벌
건데 지켜봐줘
부디 제발 건강하게
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr
i love i love i love myself
i love i love i love myself
i know i know i know myself
ya playa haters you should love yourself
brr"
CLAP,SEVENTEEN,k-pop,0.722,0.918,8.0,-2.952,1.0,0.0607,0.141,0.0,0.409,0.831,100.024,1,19t5GSN3XsLB7UOsZD8Fwv,2017-11-06,2017,"박수
seventeen right here
괜찮아 괜찮아 이런 일들 많잖아
꼬일 대로 꼬인 일들
주머니 earphone인줄
yeah 흰 티에 뭐 묻을 때 그 담에
교통카드 잔고가 없을 때 이럴 때
yeah 꼭 이런 날에만
집 가기 전에 비 맞지
왜 나한테만 이러나 싶고
눈 깜빡하면 주말은 가고
이거 왠지 나다 싶으면
이리이리이리 모여 다 얘들아
지금부터
손에 불 날 때까지 박수 짝짝짝짝
이때다 싶으면 쳐 박수 짝짝짝짝
저기 저기 이리 오지 ah yeah
우리끼리 신이 나지 ah yeah
이 노래 끝까지 쳐 박수 짝짝짝짝
ooh 짝짝짝짝
ooh 짝짝짝짝
어차피 해도 해도 안돼 쟤도 걔도 얘도
안 되면은 아무 말도 되지 않는 주문이라도
김수한무 거북이와 두루미
삼천갑자 동방삭 ya ya ya ya
그럴 때가 있잖아나
내가 작아지는 기분 말야
하라는 대로 했는데 난
눈치만 보고 있잖아나
왜 나한테만 이러나 싶고
고민의 꼬린 꼬리를 물고
이거 왠지 나다 싶으면
이리이리이리 모여 다 얘들아
지금부터
손에 불 날 때까지 박수 짝짝짝짝
이때다 싶으면 쳐 박수 짝짝짝짝
저기 저기 이리 오지 ah yeah
우리끼리 신이 나지 ah yeah
이 노래 끝까지 쳐 박수 짝짝짝짝
ooh 짝짝짝짝
ooh 짝짝짝짝
ooh 짝짝짝짝
오늘만큼은 용기를 내서
이불 덮고 소리 질러 다시 한 번 더
손에 불을 꺼보자 박수 짝짝짝짝 come on baby come come on baby
이 노래 끝나간다 박수 짝짝짝짝 clap clap clap clap clap clap
저기 저기 이리 오지 ah yeah ohohoh yeaheh
우리끼리 신이 나지 ah yeah clap clap clap yeaheh
다같이 일동 기립 박수 짝짝짝짝
ooh 짝짝짝짝
ooh 짝짝짝짝"
Done For Me,Punch,k-pop,0.467,0.453,8.0,-8.104,0.0,0.0405,0.694,0.0,0.111,0.241,135.302,1,2wHXnLwvKZDNGUTxduk0mJ,2019-08-18,2019,"지울게 너에게
남겨줬던 추억까지도
바랄게 너와의 기억도 남지 못하게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
깨끗이 지워질 수 있을까
널 벗어날 수 있을까
사랑했던 기억도
다 비워낼 수 있을까
더 이뤄질 수는 없어
난 다가갈 수 없어
미친 듯이 뛰어가
너 없는 곳에 가
사랑은 갔고
남겨진 추억들은 아팠고
네가 내게 남겨줬던
기억은 가시가 됐고
다 사라졌으면 해
모두 지워졌으면 해
나 쉴 수 있게 널
떠날게 가질 수 없는
너란 걸 알고 있어
보낼게 너와의 기억 모두 다 버릴게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
나의 기억에서 떠나가줘
너의 추억들도 가져가 줘
지워줘 너의 그리움까지도
그리워도 그립지는 않게
모든 순간들을 잊어볼게 다 잊을게
너의 작은 흔적까지도
지울게 너에게
남겨줬던 추억까지도
바랄게 너와의 기억도 남지 못하게
더는 다가갈 수 없어 네게
이런 마음이 너무 두려워
너의 기억 모두 가져가 줘
다 지워줘
done for me
너를 떠날 수밖에
멀어질 수밖에 없으니까
이런 나를 제발 용서해줘
언젠가는 우리 다시 만날 수 있기를
done for me
done for me"
DON QUIXOTE,SEVENTEEN,k-pop,0.733,0.837,1.0,-4.537,1.0,0.0992,0.0671,0.0,0.0939,0.606,76.453,1,7BiEgR5r0yMmFoWC9kOTGf,2022-05-27,2022,"i just wanna feel the vibes
모든 걸 불태운 밤
내가 미쳐도 좋아
feeling like don quixote
사람들은 손가락질해 it aint real it aint real
겁먹지 않아 its real its real
미쳤다 해도 좋아 내 모든 걸 불태운 밤
so come and call me don quixote
사람들은 내가 이상하대 yeah yeah
라만차의 풍차는 웬 말이니 yeah
틀린 말 없지 그 말이 다 맞지
but im gonna live my life 상관없지 yeah
끓어오른 내 속엔
ice and motivation
새로운 나의 name tag
통제 불능이라 써 있어
now push for what i want
go for what i want
do what what i want
i just wanna feel the vibes
모든 걸 불태운 밤
내가 미쳐도 좋아
feeling like don quixote
사람들은 손가락질해 it aint real it aint real
겁먹지 않아 its real its real
미쳤다 해도 좋아 내 모든 걸 불태운 밤
so come and call me don quixote
say my name don quixote 두려운 게 없지
pay my day 오늘도 내일에 다 걸지
난 나를 알아 넌 나를 잘 몰라
난 겁에서 태어나 겁 없이 말 위로 또 올라타
my hands up i keep em high
두려운 건 내 속에 나
내 모든 걸 걸겠어 난
so ima light it up light it up
i just wanna feel the vibes
모든 걸 불태운 밤
내가 미쳐도 좋아
feeling like don quixote
사람들은 손가락질해 it aint real it aint real
겁먹지 않아 its real its real
미쳤다 해도 좋아 내 모든 걸 불태운 밤
so come and call mе don quixote
yeah don quixote woah
i just wanna feel thе vibes
모든 걸 불태운 밤
내가 미쳐도 좋아
feeling like don quixote
사람들은 손가락질해 it aint real it aint real
겁먹지 않아 its real its real
미쳤다 해도 좋아 내 모든 걸 불태운 밤
so come and call me don quixote"
Home,SEVENTEEN,k-pop,0.741,0.547,9.0,-5.029,1.0,0.253,0.427,0.0,0.0931,0.615,87.977,1,3qOdLKfizw3Sc4KmDLeABG,2024-04-29,2024,"내가 뭘 어쩌겠어 나는 너가 없으면
낡은 로봇처럼 맘이 멈추고 늘 차가워
우린 뭘 어쩌겠어 너는 내가 없으면 yeahyeah
나랑 똑같이 힘들 텐데 뭘 어쩌겠어 우리 yeah
baby 우리의 따뜻함을 그대로 간직하고 싶어
어떤 누구라도 우리 사이 풀지 못해서
tell me 나의 너 tell me 나의 너
말 좀 해줘 내 안에서
난 네 마음 안에서 발버둥 치고 있어
덜컥 겁이 나는걸
어쩌겠어 난 너가 없으면
내 마음 편히 기댈 집이 없어 oh baby
내 속은 너를 위해 비어 있어
어찌 보면 조금 어렵겠지만
언제라도 난 여기 서 있어
편하게 생각해도 돼
cause im your home home home home
cause im your home home home home
cause im your home home home home
네가 울 수 있는 곳 네가 올 수 있는 곳
이미 나는 너의 마음을 앞지른 것 같아 지금은
그렇다고 네 맘이 작다는 게 아냐
밖은 여전히 추워 시린 코끝은 더
우리를 멀리서도 다가서게 하는 추억
네 마음에 구멍 나면
두 손으로 막아 주면 돼
빈 손이라도 내밀어 줘 내가 채울게
tell me 나의 너 tell me 나의 너
말 좀 해줘 내 안에서
난 네 마음 안에서 마음 안에서
발버둥 치고 있어 치고 있어
덜컥 겁이 나는걸
어쩌겠어 난 너가 없으면
내 마음 편히 기댈 집이 없어 oh baby
내 속은 너를 위해 비어 있어
어찌 보면 조금 어렵겠지만
언제라도 난 여기 서 있어
편하게 생각해도 돼
나는 이렇게 너를 보내고 싶지 않아
맘이 부서진 채로 매일 무섭고 싶지 않아
나는 너에게 있을 곳
너는 나에게 있을 곳
cause im your home home home home
cause im your home home home home
because youre my home home home home
네가 울 수 있는 곳 나도 울 수 있는 곳"
YES or YES,TWICE,k-pop,0.702,0.913,11.0,-2.977,1.0,0.0374,0.0514,3.72e-06,0.166,0.735,137.981,1,26OVhEqFDQH0Ij77QtmGP9,2018-11-05,2018,"hey boy
look im gonna make this simple for you
you got two choices
yes or yes
ahahahahah
둘 중에 하나만 골라 yes or yes
ahahahahah ahah
하나만 선택해 어서 yes or yes
내가 이렇게도 이기적이었던가
뭔가 이렇게 갖고 싶던 적 있었나 있었나
다 놀라 다 놀라 내 뻔뻔함에
come on and tell me yes
생각보다 과감해진 나의 scenario
이 정도 프렌이면 완벽해 만족해 만족해
i dont care i dont care 누가 뭐래도 oohoohooh ooh
you better tell me yes
내 맘은 정했어 yes
그럼 이제 네 대답을 들을 차례
힘들면 보기를 줄게 넌 고르기만 해
고민할 필요도 없게 해줄게
뭘 고를지 몰라 준비해봤어
둘 중에 하나만 골라 yes or yes
네 마음을 몰라 준비해봤어
하나만 선택해 어서 yes or yes
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해
선택지는 하나 자 선택은 네 맘
its all up to you
둘 중에 하나만 골라 yes or yes
진심일까 do not guess
진심이니 do not ask
애매한 좌우 말고
확실히 위아래로
theres no letters n and o
지워버릴래 오늘부로 no more
복잡하게 고민할 필요
없어 정답은 yes yes yo ohoh ohoh
없던 이기심도 자극하는 너의 눈과
널 향한 호기심이 만나서
타올라 타올라
타오른다 타오른다
my heart burn burn burn
you better hurry up
조금 쉽게 말하자면
넌 뭘 골라도 날 만나게 될 거야 waiting for you
뭐 좀 황당하긴 해도 억지라고 해도 woah woah
절대 후회하지 않게 해줄게
뭘 고를지 몰라 준비해봤어
둘 중에 하나만 골라 yes or yes
네 마음을 몰라 준비해봤어
하나만 선택해 어서 yes or yes
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해
선택지는 하나 자 선택은 네 맘
now its all up to you
maybe not no no
maybe yes no no
좀 더 선명하게 네 맘을 내게 보여봐
귀 기울여봐
무슨 소리가 들리지 않니
its simple yes hey
둘 중에 하나만 골라 yes or yes hey
하나만 선택해 어서 yes or yes hey hey ohoh oh
하나 더 보태서 yes or yes or yes
골라봐 자 선택은 네 맘
뭘 고를지 몰라 준비해봤어 ohoh
둘 중에 하나만 골라 yes or yes ohoh
네 마음을 몰라 준비해봤어 준비해봤어 babe
하나만 선택해 어서 yes or yes woahoh
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해 oh woah
선택지는 하나 자 선택은 네 맘
its all up to you its all up to you ooh
하나만 선택해 어서 yes or yes"
