kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
"Uska Hi Banana (From ""1920 Evil Returns"")",Arijit Singh,pop-film,0.563,0.689,0.0,-4.294,0.0,0.0262,0.294,0.0,0.288,0.321,101.94,1,3h6Xvd0lISog6GxTk4X6MK,2019-04-24,2019
"Gulabi Ankhen - From ""The Train""",Mohammed Rafi,pop-film,0.575,0.746,9.0,-6.524,1.0,0.0695,0.667,8.7e-06,0.352,0.731,107.875,1,4Rma5TtiGF1EFCK2gVchvz,2013-01-01,2013
"Enna Vilai (From ""Kadhalar Dhinam"")",Unni Menon,pop-film,0.567,0.603,7.0,-13.25,0.0,0.0589,0.0899,0.0,0.138,0.464,149.995,1,3JrGvIreCAthl7r0hepBOo,2013-07-09,2013
One Bottle Down,Yo Yo Honey Singh,pop-film,0.655,0.629,1.0,-7.231,1.0,0.0415,0.00109,0.063,0.0752,0.193,131.966,1,3hVc5y5mbcIEPADRGGGru9,2015-03-20,2015
Main Hoon Hero Tera (Salman Khan Version),Salman Khan,pop-film,0.672,0.558,5.0,-7.936,0.0,0.0297,0.0111,1.31e-05,0.124,0.236,109.999,1,4Cv8UaSA8aQrBdiYO6MxgV,2015-08-14,2015
Tu Chahiye,Atif Aslam,pop-film,0.565,0.744,7.0,-5.817,1.0,0.0446,0.403,0.0,0.0853,0.415,134.068,1,3aaiAWCet6sbfOfLSn3g7i,2015-07-07,2015
"Pondattee - From ""Golisoda 2""",Achu,pop-film,0.692,0.624,9.0,-7.942,1.0,0.0678,0.295,1.46e-05,0.116,0.759,169.999,1,28zGTndSQj4JT9nCPHRoTV,2018-03-08,2018
Valaiyosai Kalakala,Lata Mangeshkar,pop-film,0.789,0.49,0.0,-6.917,1.0,0.0491,0.838,0.0252,0.2,0.454,125.413,1,2CUsUUpzLh8pe1smaDvDUu,2012-04-11,2012
Zinda,Amit Trivedi,pop-film,0.493,0.418,9.0,-9.693,1.0,0.0261,0.436,0.102,0.104,0.22,89.982,1,6k3XXCE1ZzwevQlxf8dNaw,2016-11-15,2016
Pagal Mujhe Tum Kahoge,Ankit Tiwari,pop-film,0.367,0.439,9.0,-7.93,0.0,0.0301,0.726,8.91e-06,0.1,0.241,139.759,1,3WNM7W8oGRNBBpqA4QeZ0n,2022-10-07,2022
Bhar Do Jholi Meri,Adnan Sami,pop-film,0.622,0.876,6.0,-5.952,0.0,0.12,0.232,0.0,0.144,0.796,110.019,1,52qnHAlqWpo3kgEteAPjRf,2015-07-07,2015
Wajah Tum Ho,Armaan Malik,pop-film,0.6,0.684,5.0,-6.179,0.0,0.0257,0.342,1.53e-05,0.115,0.241,103.951,1,6q1QIBUfxyZJhygVIiG6c9,2017-07-20,2017
Sunn Raha Hai (Female),Shreya Ghoshal,pop-film,0.482,0.595,9.0,-5.336,0.0,0.0289,0.703,0.000203,0.136,0.482,82.066,1,2kRzgmBlmhvFvCEgMHltWz,2013-04-06,2013
"Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")",Arijit Singh,pop-film,0.405,0.665,4.0,-5.498,1.0,0.0328,0.614,0.0,0.525,0.404,81.921,1,77gskLti3ilCnuwlDq0m8j,2016-12-30,2016
Malare,Vijay Yesudas,pop-film,0.468,0.501,11.0,-10.841,1.0,0.03,0.752,1.21e-05,0.108,0.544,82.525,1,4Hvf9xIeJWp5p9FkJerQhN,2015-03-25,2015
Tajdar-E-Haram Coke Studio Season 8,Atif Aslam,pop-film,0.436,0.554,2.0,-6.635,1.0,0.0341,0.237,0.0,0.116,0.396,100.059,1,7HfZxrh8AQ9p1JQJh1EJcZ,2023-12-15,2023
Lailakame,Haricharan,pop-film,0.496,0.522,4.0,-7.028,1.0,0.0254,0.258,1.67e-06,0.1,0.222,99.901,1,6sdFD2tvkP5Pd93y33qaQg,2017-12-06,2017
Madhubala,Amit Trivedi,pop-film,0.671,0.182,0.0,-13.321,1.0,0.0293,0.983,0.0154,0.123,0.336,107.872,1,3hcwpXiJtR7kwDrWllcH0v,2021-02-12,2021
Maine Khud Ko,Mustafa Zahid,pop-film,0.648,0.52,7.0,-8.543,1.0,0.0249,0.674,0.00129,0.0821,0.492,102.975,1,05REArTDZQd59A9Y4XC0Aq,2014-02-28,2014
Main Balak Tu Mata,Jubin Nautiyal,pop-film,0.366,0.743,10.0,-7.899,1.0,0.066,0.622,0.0,0.411,0.586,170.21,1,0oz7Ia8lnWttkXi2TBc1Rd,2020-10-16,2020
Hare Krishna Hare Rama,Jubin Nautiyal,pop-film,0.546,0.639,7.0,-7.94,1.0,0.0291,0.151,0.0,0.29,0.414,100.026,1,4ECasrEmA3NeiHQpinwZ2A,2021-08-26,2021
Chale Aana,Armaan Malik,pop-film,0.368,0.587,6.0,-6.676,0.0,0.0378,0.309,0.0,0.149,0.391,143.687,1,6vuMdb0E8buJeSHArN3dXk,2019-05-02,2019
Oru Nokku,Karthik,pop-film,0.432,0.389,5.0,-8.266,1.0,0.0307,0.87,0.0,0.113,0.138,128.119,1,6HkT2S0yiktHdq10q9Qndp,2017-07-10,2017
Layyavathiye,Jassie Gift,pop-film,0.772,0.886,2.0,-8.111,1.0,0.117,0.0896,0.0,0.0262,0.762,110.689,1,3ClsJPnz86ccD1Ms00Cgnu,2014-07-10,2014
Idhayathai Oru Nodi,Yuvan Shankar Raja,pop-film,0.618,0.52,10.0,-6.514,0.0,0.0316,0.662,0.00419,0.0831,0.402,144.9,1,5FRL2sxhLNlC1Ms86qajcq,2017-11-22,2017
Shish Nawata Hoon,Jubin Nautiyal,pop-film,0.382,0.688,7.0,-4.767,1.0,0.0401,0.464,0.0,0.0857,0.468,83.227,1,28odLhBa4Yh2yPoDWJMOPb,2022-04-05,2022
Zindagi Do Pal Ki,KK,pop-film,0.678,0.771,6.0,-2.849,1.0,0.0266,0.0277,0.00253,0.149,0.462,105.976,1,29kwMwn3NpHxNGHFAIT7yo,2022-06-01,2022
Vaaram - First Look Somavaaram,Nakash Aziz,pop-film,0.506,0.804,4.0,-7.277,0.0,0.104,0.361,4.07e-06,0.544,0.748,81.795,1,4wzYEJOWrjkIEC1lUIthTc,2018-01-01,2018
Long Drive,Mika Singh,pop-film,0.753,0.89,2.0,-5.022,1.0,0.187,0.44,6.82e-06,0.0854,0.283,87.015,1,0sSapNABKrGwgaMhn0p8uL,2012-10-30,2012
Lag Ja Gale,Rahat Fateh Ali Khan,pop-film,0.402,0.718,9.0,-5.407,1.0,0.045,0.53,0.0,0.454,0.673,84.261,1,3O9yuuwFSe9l6PUn5CovQM,2017-08-24,2017
Luna,Diljit Dosanjh,pop-film,0.814,0.684,0.0,-7.962,0.0,0.0438,0.0426,1.37e-05,0.0571,0.893,120.038,1,1Hy2ZRkFGC3P47r6lDX2sy,2021-08-22,2021
"Evanda Enakku Custody (From ""Mahaan"")",Santhosh Narayanan,pop-film,0.756,0.795,10.0,-4.679,0.0,0.397,0.014,3.16e-05,0.0635,0.855,104.61,1,4rGLwg8ej2ar25UJ5Rw7xz,2022-01-28,2022
Lag Ja Gale Se Phir,Lata Mangeshkar,pop-film,0.312,0.452,8.0,-11.872,1.0,0.0391,0.796,0.000874,0.286,0.391,132.485,1,6clAHjokFftNtzUjOfH7WK,2018-02-28,2018
Yemito,Haricharan,pop-film,0.69,0.48,0.0,-8.435,0.0,0.0554,0.134,0.0,0.26,0.449,133.986,1,1eknwgCfzOXC0VRTst91l7,2012-06-02,2012
Saawan Mein,Falguni Pathak,pop-film,0.749,0.774,7.0,-9.928,1.0,0.0847,0.101,0.0,0.0881,0.729,96.007,1,4F980Cg1WU6owq3V1fOBSN,2013-01-01,2013
"Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain"")",Arijit Singh,pop-film,0.51,0.612,7.0,-7.629,0.0,0.0372,0.412,1.58e-05,0.156,0.193,150.041,1,6qElTDh0OatDTUoROu0vup,2019-05-22,2019
Inthalo Ennenni Vinthalo Male,Naresh Iyer,pop-film,0.645,0.674,4.0,-10.094,0.0,0.0348,0.408,2.22e-06,0.0963,0.503,140.003,1,76eCC3r9jrVDsQnfAqQNH4,2014-05-27,2014
Tere Bin,Atif Aslam,pop-film,0.296,0.796,0.0,-4.846,1.0,0.0743,0.455,8.61e-06,0.0869,0.425,87.846,1,31VfHqUvcbjrfEKwtVV5KT,2023-04-20,2023
Jind Mahi,Diljit Dosanjh,pop-film,0.73,0.705,5.0,-4.358,0.0,0.0328,0.286,0.0,0.113,0.655,139.924,1,3SJVCbBFTxR6UvvTWRNbMp,2018-11-26,2018
Hum Dum,Ankit Tiwari,pop-film,0.532,0.396,5.0,-9.633,1.0,0.0273,0.677,4.09e-05,0.0798,0.143,105.052,1,1QhcBKt0schkJBhiZx6lxn,2021-09-22,2021
"Shaamat (Ankit Tiwari Version) [From ""Ek Villain Returns""]",Ankit Tiwari,pop-film,0.465,0.631,10.0,-5.434,0.0,0.0295,0.111,0.0,0.043,0.464,97.836,1,5BpRF0R7OS0NWrEccF8d26,2022-08-08,2022
"Milne Hai Mujhse Aayi (From ""Aashiqui 2"")",Arijit Singh,pop-film,0.515,0.707,11.0,-5.467,0.0,0.0426,0.0357,0.0,0.134,0.304,143.752,1,24b9eObMccIrDSs3NvdrRd,2019-04-24,2019
Rafta Rafta,Atif Aslam,pop-film,0.647,0.792,11.0,-5.103,0.0,0.0372,0.389,1.65e-05,0.147,0.499,96.073,1,0gbx5xUTF6L5YCmJal899a,2021-07-21,2021
U R My Darling,Thaman S,pop-film,0.809,0.768,8.0,-6.186,1.0,0.132,0.54,0.0129,0.0573,0.565,128.037,1,6anjTd9oOebDSG3XyZoj5S,2015-08-13,2015
Abhi Abhi,KK,pop-film,0.566,0.634,2.0,-5.551,1.0,0.0443,0.145,0.000716,0.0814,0.36,143.89,1,6PR8J4SAY3ubcQ3KSqnbYJ,2022-06-01,2022
Sawan Aaya Hai,Arijit Singh,pop-film,0.365,0.67,10.0,-7.51,0.0,0.221,0.26,1.43e-06,0.14,0.367,78.776,1,2znIV62IxtbY9gSEPdIAho,2014-08-16,2014
Baaton Ko Teri,Arijit Singh,pop-film,0.524,0.575,0.0,-6.571,0.0,0.0294,0.397,1.8e-06,0.269,0.206,89.915,1,23CkVQ84EestqfkEy4fhOQ,2015-07-20,2015
Suno- Na Sangemarmar,Arijit Singh,pop-film,0.658,0.563,0.0,-8.91,0.0,0.0317,0.494,7.58e-05,0.378,0.582,119.98,1,2ESscisnKdryn50fPeHd7O,2016-02-11,2016
Roke Na Ruke Naina,Arijit Singh,pop-film,0.503,0.381,9.0,-9.31,1.0,0.0283,0.722,1.15e-05,0.154,0.263,80.658,1,0ZyJDDqBjI0rDnn31qHgbg,2020-05-19,2020
Ee Kaattu,Karthik,pop-film,0.662,0.488,6.0,-8.983,0.0,0.0325,0.857,0.000194,0.142,0.561,126.008,1,2uddWiAVaH4owVLOHZgjGp,2017-08-14,2017
Devatha,Karthik,pop-film,0.605,0.749,10.0,-2.483,0.0,0.0398,0.623,0.0,0.104,0.466,149.827,1,29Kc7RQUikxuxjkRYa39Ih,2013-08-25,2013
Ennavale Adi Ennavale,Unnikrishnan,pop-film,0.611,0.327,3.0,-15.109,1.0,0.0352,0.555,0.0,0.108,0.431,97.016,1,3K4nVXan4tIBpUV39IVZvQ,2019-07-08,2019
Meet,Arijit Singh,pop-film,0.554,0.488,5.0,-8.079,1.0,0.0307,0.589,0.0,0.136,0.539,95.949,1,4OCpBhcJxiSd1azaBOy21U,2017-08-25,2017
"Lambiyaan Si Judaiyaan (From ""Raabta"")",Arijit Singh;Shadab;Altamash Faridi,pop-film,0.436,0.721,11.0,-5.956,0.0,0.0852,0.273,0.0,0.132,0.73,171.851,1,1vsLKoccuY0NxkRJjZgcMr,2017-07-18,2017
"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,pop-film,0.559,0.541,10.0,-5.525,1.0,0.0313,0.34,4.66e-06,0.102,0.309,83.978,1,1NX33DecZrq4ZUGDc47AfN,2020-05-19,2020
Blinding Lights,The Weeknd,pop,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,1,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,2020
Na Ja,Pav Dharia,pop,0.772,0.649,2.0,-6.411,1.0,0.143,0.0724,0.0,0.0761,0.824,90.072,1,32LKwbmh6yVsWoRRF8DIvf,2017-02-21,2017
MIDDLE OF THE NIGHT,Elley Duhé,pop,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.0,0.116,0.0899,185.727,1,58HvfVOeJY7lUuCqF0m3ly,2020-01-10,2020
Dandelions,Ruth B.,pop,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,1,2eAvDnpXP5W0cVtiI0PUxV,2017-05-05,2017
Until I Found You,Stephen Sanchez,pop,0.539,0.508,10.0,-6.05,1.0,0.0288,0.727,0.0,0.174,0.227,101.358,1,0T5iIrXA4p5GsubkhuBIKV,2021-09-01,2021
As It Was,Harry Styles,pop,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,1,4Dvkj6JhhA12EX05fT7y2e,2022-05-20,2022
You Belong With Me (Taylor’s Version),Taylor Swift,pop,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,1,1qrpoAMXodY6895hGKoUpA,2021-04-09,2021
Glimpse of Us,Joji,pop,0.44,0.317,8.0,-9.258,1.0,0.0531,0.891,4.78e-06,0.141,0.268,169.914,1,2mlNgAeIBnL78ZriXgrRHz,2022-11-04,2022
Out of Time,The Weeknd,pop,0.629,0.763,0.0,-4.279,0.0,0.0453,0.244,0.0,0.312,0.809,93.023,1,2SLwbpExuoBDZBpjfefCtV,2022-01-06,2022
Ghost,Justin Bieber,pop,0.601,0.741,2.0,-5.569,1.0,0.0478,0.185,2.91e-05,0.415,0.441,153.96,1,6I3mqTwhRpn34SLVafSH7G,2021-03-19,2021
Starboy,The Weeknd;Daft Punk,pop,0.676,0.588,7.0,-7.025,1.0,0.275,0.137,8.47e-06,0.137,0.484,186.012,1,7MXVkk9YMctZqd1Srtv4MB,2016-11-25,2016
The Hills,The Weeknd,pop,0.565,0.551,0.0,-7.007,0.0,0.0687,0.0845,0.0,0.139,0.125,112.98,1,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,2015
Blinding Lights,The Weeknd,pop,0.512,0.796,1.0,-4.075,1.0,0.0645,0.00147,0.000209,0.0938,0.344,171.014,1,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,2020
Blank Space,Taylor Swift,pop,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,1,1p80LdxRV74UKvL8gnD7ky,2014-10-27,2014
I Feel It Coming,The Weeknd;Daft Punk,pop,0.773,0.82,0.0,-5.897,0.0,0.115,0.394,0.0,0.0739,0.555,92.996,1,5GXAXm5YOmYT0kL5jHvYBt,2016-11-24,2016
Call Out My Name,The Weeknd,pop,0.461,0.593,1.0,-4.954,1.0,0.0356,0.17,0.0,0.307,0.175,134.17,1,09mEdoA6zrmBPgTEN5qXmN,2018-03-30,2018
Tum Hi Ho,Arijit Singh,pop,0.528,0.449,5.0,-6.25,0.0,0.025,0.785,0.0,0.122,0.317,94.058,1,56zZ48jdyY2oDXHVnwg5Di,2013-04-06,2013
Watermelon Sugar,Harry Styles,pop,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,1,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,2019
Heat Waves,Glass Animals,pop,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,1,3USxtqRwSYz57Ewm6wWRMp,2020-08-07,2020
STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,pop,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,1,567e29TDzLwZwfDuEpGTwo,2021-07-27,2021
Pink Venom,BLACKPINK,pop,0.794,0.719,0.0,-7.227,1.0,0.0761,0.0119,0.0,0.276,0.69,90.016,1,5zwwW9Oq7ubSxoCGyW1nbY,2022-09-15,2022
Save Your Tears,The Weeknd,pop,0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,1,5QO79kh1waicV47BqGRL3g,2020-03-20,2020
Hymn for the Weekend,Coldplay,pop,0.491,0.693,0.0,-6.487,0.0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,1,3RiPr603aXAoi4GHyXx0uy,2015-12-04,2015
2step,Ed Sheeran;Lil Baby,pop,0.693,0.643,4.0,-5.867,0.0,0.0828,0.138,0.0,0.108,0.477,95.055,1,2UN0lp72LAusrXi8LLVomt,2022-04-22,2022
Perfect,Ed Sheeran,pop,0.598,0.448,8.0,-6.312,1.0,0.0232,0.162,0.0,0.106,0.168,95.009,1,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,2017
Merry Christmas,Ed Sheeran;Elton John,pop,0.594,0.935,0.0,-2.018,1.0,0.0357,0.243,2.36e-06,0.102,0.602,113.99,1,3bH2Eu9A9ymI4UnGHRmoXg,2021-12-03,2021
Shivers,Ed Sheeran,pop,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,1,50nfwKoDiSYg8zOCREWAm5,2021-10-25,2021
Visiting Hours,Ed Sheeran,pop,0.471,0.396,8.0,-6.654,1.0,0.0336,0.77,0.0,0.0729,0.263,149.609,1,0rt63HYAAIzUZo5O2D0uA6,2021-10-25,2021
Overpass Graffiti,Ed Sheeran,pop,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,1,4btFHqumCO31GksfuBLLv3,2021-10-25,2021
Bad Habits - Joel Corry Remix,Ed Sheeran;Joel Corry,pop,0.768,0.935,11.0,-4.902,0.0,0.0598,0.0488,0.00117,0.339,0.8,125.971,1,5Q9DzNnrUCkJV1t1wWjYIX,2021-08-06,2021
The Joker and the Queen,Ed Sheeran,pop,0.567,0.211,0.0,-9.975,1.0,0.0315,0.952,5.24e-05,0.275,0.289,134.019,1,6N1K5OVVCopBjGViHs2IvP,2022-02-11,2022
Treat You Better,Shawn Mendes,pop,0.444,0.819,10.0,-4.078,0.0,0.341,0.106,0.0,0.107,0.747,82.695,1,3QGsuHI8jO1Rx4JWLUh9jd,2017-04-20,2017
Memories,Maroon 5,pop,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,1,4cktbXiXOapiLBMprHFErI,2021-06-11,2021
Rockin' Around The Christmas Tree,Justin Bieber,pop,0.464,0.642,5.0,-3.656,1.0,0.032,0.0189,0.0,0.0957,0.828,151.592,1,19pDGIQMBBBzteNjmzzjDN,2020-11-12,2020
7 rings,Ariana Grande,pop,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,1,6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,2019
Ghost,Justin Bieber,pop,0.604,0.741,2.0,-5.571,1.0,0.0475,0.178,3.49e-05,0.409,0.473,153.947,1,6I3mqTwhRpn34SLVafSH7G,2021-03-19,2021
We’re In This Together,Justin Bieber,pop,0.706,0.644,11.0,-6.055,0.0,0.297,0.125,0.0,0.108,0.624,149.452,1,7EsQIwQRGUonT3vja1weWW,2021-03-25,2021
Summer High,AP Dhillon,pop,0.86,0.541,1.0,-6.51,0.0,0.0325,0.165,0.163,0.0663,0.952,114.984,1,1aL9518P5G72N92b48tuKw,2022-08-05,2022
Bad Habits,Ed Sheeran,pop,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,1,3rmo8F54jFF8OgYsqTxm5d,2021-10-25,2021
drivers license,Olivia Rodrigo,pop,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,1,5wANPM4fQCJwkGd4rN57mH,2021-05-21,2021
Family Affair (Dance for Me),David Guetta,pop,0.869,0.726,11.0,-5.654,0.0,0.0459,0.0784,0.0,0.107,0.343,124.023,1,1dP519dbEob8H6wiouRdaY,2022-07-15,2022
Crazy What Love Can Do,David Guetta;Becky Hill;Ella Henderson,pop,0.601,0.713,4.0,-3.758,0.0,0.0449,0.0282,0.0,0.158,0.464,122.872,1,1WCEAGGRD066z2Q89ObXTq,2022-04-08,2022
I'm Good (Blue),David Guetta;Bebe Rexha,pop,0.561,0.965,7.0,-3.673,0.0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,1,4uUG5RXrOk84mYEfFvj3cK,2022-08-26,2022
If You Really Love Me (How Will I Know),David Guetta;MistaJam;John Newman,pop,0.692,0.883,7.0,-4.698,1.0,0.0582,0.0512,0.0,0.228,0.614,122.984,1,5TnF44IQRsopRNa63BEyFd,2021,2021
The Hills,The Weeknd,pop,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,1,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,2015
abcdefu,GAYLE,pop,0.695,0.54,4.0,-5.692,1.0,0.0493,0.299,0.0,0.367,0.415,121.932,1,4fouWK6XVHhzl78KzQ1UjL,2021-08-13,2021
Arcade,Duncan Laurence,pop,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,1,1Xi84slp6FryDSCbzq4UCD,2019-03-07,2019
Falling,Trevor Daniel,pop,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,1,0Aqi7ArnBrGblW5T6p2jmD,2020-03-26,2020
Levitating,Dua Lipa,pop,0.695,0.884,6.0,-2.278,0.0,0.0753,0.0561,0.0,0.213,0.914,103.014,1,5nujrmhLynf4yMoMtj8AQF,2020-03-27,2020
Levitating,Dua Lipa;DaBaby,pop,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,1,5nujrmhLynf4yMoMtj8AQF,2020-03-27,2020
Family,David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,pop,0.687,0.717,11.0,-6.61,1.0,0.0755,0.0744,0.0,0.134,0.685,88.063,1,0HLhptvI8NozbOHRLNniFz,2021-10-29,2021
Sunn Raha Hai,Ankit Tiwari,pop,0.394,0.641,0.0,-6.493,0.0,0.0312,0.276,0.0,0.0958,0.335,81.932,1,5PvwPy5eRO8BPwpRzCHK3D,2013-04-06,2013
all the good girls go to hell,Billie Eilish,pop,0.854,0.446,1.0,-8.957,0.0,0.198,0.313,0.215,0.156,0.57,92.545,1,6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,2019
bad guy,Billie Eilish,pop,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,1,2Fxmhks0bxGSBdJ92vM42m,2019-03-29,2019
bury a friend,Billie Eilish,pop,0.887,0.388,8.0,-14.505,1.0,0.349,0.739,0.143,0.106,0.205,120.035,1,4SSnFejRGlZikf02HLewEF,2019-03-29,2019
august,Taylor Swift,pop,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,1,3hUxzQpSfdDqwM3ZTFQY0K,2020-07-24,2020
Normal,Feid,pop,0.709,0.56,4.0,-4.867,0.0,0.171,0.034,0.0,0.315,0.541,170.082,1,0T2pB7P1VdXPhLdQZ488uH,2022-09-14,2022
Ferxxo 100,Feid,pop,0.705,0.562,8.0,-3.378,0.0,0.0674,0.257,0.0,0.137,0.569,163.893,1,1sbNEFiURUYfy024cJX8JG,2022-09-14,2022
Feliz Cumpleaños Ferxxo,Feid,pop,0.865,0.573,5.0,-5.501,1.0,0.0678,0.0863,0.0,0.305,0.563,94.999,1,2CeKVsFFXG4QzA415QygGb,2022-09-14,2022
Prohibidox,Feid,pop,0.647,0.801,1.0,-2.946,0.0,0.249,0.0451,0.0,0.0628,0.517,180.108,1,3PpWCS95gDUDRPko3u1MZ9,2022-09-14,2022
Quemando Calorías,Feid;Sky Rompiendo,pop,0.678,0.698,7.0,-4.57,1.0,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,1,3ss6y0Id5Iwk2L5MIZp4xF,2022-09-14,2022
Si Te La Encuentras Por Ahí,Feid,pop,0.736,0.569,8.0,-3.559,0.0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,1,2vsoD8S1OyrWSVIA43hjaU,2022-09-14,2022
Ron - Remix,Feid;Dalex,pop,0.764,0.685,8.0,-5.548,0.0,0.0599,0.27,0.0,0.318,0.925,82.027,1,04x4Urpge2kG9uDGdHRsdc,2019-08-30,2019
PORFA - Remix,Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,pop,0.793,0.737,6.0,-4.731,0.0,0.0785,0.0765,0.0,0.0747,0.697,167.969,1,7lUdbnz7wsv3C9zzf4WHl9,2020-06-26,2020
you broke me first,Tate McRae,pop,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,1,4l0RmWt52FxpVxMNni6i63,2021-03-26,2021
Love Me More,Sam Smith,pop,0.791,0.439,10.0,-5.62,1.0,0.0645,0.302,1.85e-05,0.126,0.559,85.004,1,16MQETUgqXwY4lZcyRafU3,2022-04-28,2022
Diamonds,Sam Smith,pop,0.653,0.667,10.0,-6.764,0.0,0.0423,0.154,0.0,0.107,0.556,104.181,1,1hJIbOjWpid6LtnozHmzRS,2020-10-30,2020
I'm Not The Only One,Sam Smith,pop,0.684,0.487,5.0,-5.887,1.0,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,1,7795WJLVKJoAyVoOtCWqXN,2014-05-26,2014
AMOR DE MI VIDA,Feid,pop,0.735,0.674,6.0,-5.629,0.0,0.124,0.18,0.0,0.108,0.561,171.883,1,2C6eINAA8cO6e5a8PjnWsK,2021-12-17,2021
Time After Time - Live At Abbey Road Studios,Sam Smith,pop,0.595,0.459,11.0,-9.413,1.0,0.0461,0.571,0.000165,0.101,0.272,129.661,1,2EI5lZg5rjvmlpQG45L0lU,2021-03-19,2021
FRESH KERIAS,Feid;Maluma;Sky Rompiendo,pop,0.741,0.582,8.0,-4.445,1.0,0.281,0.291,0.000101,0.152,0.713,186.096,1,6bfsLxdThst8i1LfkVmLZr,2020-04-23,2020
Ambarsariya,Sona Mohapatra,pop,0.649,0.458,4.0,-7.632,0.0,0.0446,0.574,0.0,0.113,0.748,180.071,1,4qRcjFkFqSpLBzcbLDt7HL,2013-05-14,2013
traitor,Olivia Rodrigo,pop,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,1,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,2021
Wildest Dreams,Taylor Swift,pop,0.553,0.664,8.0,-7.417,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,1,1K39ty6o1sHwwlZwO6a7wK,2023-10-26,2023
Heather,Conan Gray,pop,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,1,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,2020
TV,Billie Eilish,pop,0.412,0.236,4.0,-15.159,0.0,0.0379,0.83,0.00653,0.147,0.119,140.214,1,3GYlZ7tbxLOxe6ewMNVTkw,2022-07-21,2022
If You Lie Down With Me,Lana Del Rey,pop,0.641,0.346,0.0,-9.508,1.0,0.036,0.913,3.99e-05,0.104,0.187,122.101,1,1RPsOAaHaRu8JlVdeaciuL,2021-10-22,2021
